"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @googledevs: Hello @Angular devs!

It's even easier for you to integrate #GooglePay.

<U+2705> You no longer have to specify the CUSTOM_ELEMENT…",FALSE,0,NA,2020-11-23 23:46:21,FALSE,NA,"1331021299280449537",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","nicobytes",123,TRUE,FALSE,NA,NA
"RT @googledevs: Hello @Angular devs!

It's even easier for you to integrate #GooglePay.

<U+2705> You no longer have to specify the CUSTOM_ELEMENT…",FALSE,0,NA,2020-11-23 23:44:56,FALSE,NA,"1331020944467345409",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sachinsupunthak",123,TRUE,FALSE,NA,NA
"@GooglePay Hey there. My app is up to date. It's just inconsistent when it works. It's very annoying. Here's tonigh… https://t.co/cgDRvw6rfS",FALSE,0,"GooglePay",2020-11-23 23:36:48,TRUE,"1330988820100227074","1331018895038230529","309827046","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","100iso_photos",0,FALSE,FALSE,NA,NA
"@_famousseamus @flarkey @RevMama @ApplePay @GooglePay Some stores do have it. H-E-B has it here in Texas but not at… https://t.co/5gqUEHatCb",FALSE,1,"_famousseamus",2020-11-23 23:27:55,TRUE,"1330979805832097793","1331016659394588672","279669834","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tiff_arielle",0,FALSE,FALSE,NA,NA
"@GooglePay @andrewgoplaces Not working, sorry. I followed the steps that you provided but no luck.

I think that I… https://t.co/Y4x05ryPcG",FALSE,0,"GooglePay",2020-11-23 23:24:45,TRUE,"1329882103908102152","1331015864037072897","309827046","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","omaracs",0,FALSE,FALSE,NA,NA
"@GooglePay Any help? I already mentioned that when tapping the card that is at the top right, I am getting the error that I posted.",FALSE,0,"GooglePay",2020-11-23 23:20:40,FALSE,"1330974539916976131","1331014836533293063","309827046","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","omaracs",0,FALSE,FALSE,NA,NA
"@Something915 Glad to know its sorted. Reach out if you have any other questions in the future. We´re just a tweet away.",FALSE,1,"Something915",2020-11-23 23:20:13,FALSE,"1331011535179833345","1331014721579978752","25105938","<a href=""http://www.conversocial.com"" rel=""nofollow"">Conversocial</a>","GooglePay",0,FALSE,FALSE,NA,NA
"@jmcampoz Hi there. We´d like to chat further about this. Lets move this conversation to DM.",FALSE,0,"jmcampoz",2020-11-23 23:16:55,FALSE,"1330985723181363200","1331013893708271616","148235527","<a href=""http://www.conversocial.com"" rel=""nofollow"">Conversocial</a>","GooglePay",0,FALSE,FALSE,NA,NA
"RT @JimMarous: Great In-Depth Analysis of @Google's Leap Into Banking with #GooglePlex

https://t.co/Rr1vcj1xad

Via @SteveCocheo from @Fin…",FALSE,0,NA,2020-11-23 23:12:55,FALSE,NA,"1331012884134936577",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","vincent_cy_wu",17,TRUE,FALSE,NA,NA
"RT @googledevs: Hello @Angular devs!

It's even easier for you to integrate #GooglePay.

<U+2705> You no longer have to specify the CUSTOM_ELEMENT…",FALSE,0,NA,2020-11-23 23:12:51,FALSE,NA,"1331012870247747586",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","dezinepaname",123,TRUE,FALSE,NA,NA
"@BarrowAve Hi again, Bonnie. The money that you receive in Google Pay from friends and family can only be sent to y… https://t.co/p7xLUXDBJc",FALSE,0,"BarrowAve",2020-11-23 23:10:56,TRUE,"1330973592864124933","1331012386342522880","1298692703757250562","<a href=""http://www.conversocial.com"" rel=""nofollow"">Conversocial</a>","GooglePay",0,FALSE,FALSE,NA,NA
"@GooglePay Got this taken care of earlier. The person I was trying to request from didn't have the right options se… https://t.co/1Cf9JzPLSk",FALSE,0,"GooglePay",2020-11-23 23:07:33,TRUE,"1331003729273909252","1331011535179833345","309827046","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Something915",0,FALSE,FALSE,NA,NA
"@The_Trakx Hi Mihai. We´d like to chat further about this. Lets move this conversation to DM.",FALSE,0,"The_Trakx",2020-11-23 23:02:27,FALSE,"1330800134419083266","1331010252616163328","539399272","<a href=""http://www.conversocial.com"" rel=""nofollow"">Conversocial</a>","GooglePay",0,FALSE,FALSE,NA,NA
"Hey @GooglePay.. i am really trying to keep my new Pixel 5 bootloader locked, but you force me to unlock and root s… https://t.co/bNfYkR6yC5",FALSE,0,NA,2020-11-23 22:47:16,TRUE,NA,"1331006430607003652",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","The_Trakx",0,FALSE,FALSE,NA,NA
"Merchants, sick of paying high transaction fees?  Make huge savings by integrating @utrust crypto payments today..… https://t.co/05rFA1BvIe",FALSE,4,NA,2020-11-23 22:43:02,TRUE,NA,"1331005362808492032",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JayCuffy",1,FALSE,FALSE,NA,NA
"RT @googledevs: Hello @Angular devs!

It's even easier for you to integrate #GooglePay.

<U+2705> You no longer have to specify the CUSTOM_ELEMENT…",FALSE,0,NA,2020-11-23 22:38:40,FALSE,NA,"1331004266408972289",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Seromarin",123,TRUE,FALSE,NA,NA
"@Something915 Hi. To request money from friends, follow the instructions here: https://t.co/Kta9lANdBK. If they do… https://t.co/kArCSZkwML",FALSE,0,"Something915",2020-11-23 22:36:32,TRUE,"1330871992342499328","1331003729273909252","25105938","<a href=""http://www.conversocial.com"" rel=""nofollow"">Conversocial</a>","GooglePay",0,FALSE,FALSE,NA,NA
"RT @googledevs: Hello @Angular devs!

It's even easier for you to integrate #GooglePay.

<U+2705> You no longer have to specify the CUSTOM_ELEMENT…",FALSE,0,NA,2020-11-23 22:35:39,FALSE,NA,"1331003504765317123",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","donbells",123,TRUE,FALSE,NA,NA
"@androidcentral @GooglePay It's a nice start, but I agree that things seem half-baked, like it's a beta produce rat… https://t.co/5dTY7zoYPh",FALSE,0,"androidcentral",2020-11-23 22:27:43,TRUE,"1330987001458384902","1331001509346242561","16887507","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","WeatherManNX01",0,FALSE,FALSE,NA,NA
"https://t.co/yExQNOYW8O
#GooglePay
#GoIndiatickets 
#googlepaygoindia
#GoIndiaGame 
#RareTickets
#googlepaygoindiararetickets
Grab asap",FALSE,1,NA,2020-11-23 22:26:11,FALSE,NA,"1331001123776376833",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","itsRjRick",0,FALSE,FALSE,NA,NA
"RT @androidcentral: The new @GooglePay is a jack of all trades, master of none after last week's massive overhaul https://t.co/hEUu2zn1wO",FALSE,0,NA,2020-11-23 22:23:29,FALSE,NA,"1331000442755502080",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","acedapogi",4,TRUE,FALSE,NA,NA
"@Citi @Google @GooglePay Now more blockchains? <U+0001F923>",FALSE,0,"Citi",2020-11-23 22:21:10,FALSE,"1329432145929101320","1330999862079361024","79320096","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TSIndigenous",0,FALSE,FALSE,NA,NA
"@iarpits Hi Arpit. Your loyalty programs, gift cards and passes are ported over to the new Google Pay app. On Andro… https://t.co/VmZZntctBc",FALSE,1,"iarpits",2020-11-23 22:15:35,TRUE,"1330988458903556099","1330998455200780292","849708550473625600","<a href=""http://www.conversocial.com"" rel=""nofollow"">Conversocial</a>","GooglePay",0,FALSE,FALSE,NA,NA
"RT @JimMarous: Great In-Depth Analysis of @Google's Leap Into Banking with #GooglePlex

https://t.co/Rr1vcj1xad

Via @SteveCocheo from @Fin…",FALSE,0,NA,2020-11-23 22:14:41,FALSE,NA,"1330998231715749892",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","KieraGlover9",17,TRUE,FALSE,NA,NA
"@theunabonger Hi Jacob. Unfortunately, the new Google Pay app does not currently support Google Workplace (formerly… https://t.co/N2LTAfOeim",FALSE,1,"theunabonger",2020-11-23 22:13:28,TRUE,"1329990164400095232","1330997923040137232","1177771","<a href=""http://www.conversocial.com"" rel=""nofollow"">Conversocial</a>","GooglePay",0,FALSE,FALSE,NA,NA
"RT @PoutyBitch_Lo: <U+0001F90D>UPDATED VERIFICATION<U+0001F5A4>

OF: https://t.co/OSWT8AngNn

<U+0001F90D>cashapp: $poutybitch24
<U+0001F5A4>venmo: poutybishlo
<U+0001F90D>paypal: ask 
<U+0001F5A4>giftcard…",FALSE,0,NA,2020-11-23 22:12:25,FALSE,NA,"1330997657943216128",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LaReinaMasRica",12,TRUE,FALSE,NA,NA
"RT @googledevs: Hello @Angular devs!

It's even easier for you to integrate #GooglePay.

<U+2705> You no longer have to specify the CUSTOM_ELEMENT…",FALSE,0,NA,2020-11-23 22:10:51,FALSE,NA,"1330997264521830402",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cristian1913",123,TRUE,FALSE,NA,NA
"#JobbermanXCoursera.    Tell your loyal white head to signup a checking account with satander with just 25$ .… https://t.co/ZXxwEBB7cl",FALSE,2,NA,2020-11-23 22:09:00,TRUE,NA,"1330996801525178377",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","feltonloader",0,FALSE,FALSE,NA,NA
"RT @CityOnFleek: Ladies &amp; Gentleman,This Is My Daughter New Site She's a #smallbusinessowner Slide By An Check Out What She Has To Offer Mo…",FALSE,0,NA,2020-11-23 22:08:27,FALSE,NA,"1330996660474961928",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","alienbabe444",4,TRUE,FALSE,NA,NA
"@sergeyszest Hi there. Thanks for your interest! We're working on launching Google Pay in more countries. Stay tune… https://t.co/sW9C7HIq2x",FALSE,1,"sergeyszest",2020-11-23 22:07:40,TRUE,"1329969322702286850","1330996464370274312","264616257","<a href=""http://www.conversocial.com"" rel=""nofollow"">Conversocial</a>","GooglePay",0,FALSE,FALSE,NA,NA
"#google #GooglePay
I’m using Google Pay to send money, track my spending, and split bills with friends. Use my invi… https://t.co/Sjtm70VhF8",FALSE,0,NA,2020-11-23 22:07:37,TRUE,NA,"1330996453754294273",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","drew_cb21rf",0,FALSE,FALSE,NA,NA
"@GooglePay It's none of these things... If I can DM you with more details, PLMK. My bank is listed and I was able t… https://t.co/OO1osK0NM2",FALSE,0,"GooglePay",2020-11-23 22:06:47,TRUE,"1330995896734150656","1330996243053617153","309827046","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","yesnodetroit",0,FALSE,FALSE,NA,NA
"@GooglePay None of the issues listed on that page are the issue I tweeted",FALSE,0,"GooglePay",2020-11-23 22:06:30,FALSE,"1330993472510234626","1330996170076737536","309827046","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ghod",0,FALSE,FALSE,NA,NA
"@yesnodetroit That's not the experience we want you to have, Liz. Could you try the steps here to fix issues linkin… https://t.co/cfcpVoGyMo",FALSE,1,"yesnodetroit",2020-11-23 22:05:25,TRUE,"1329956716809695234","1330995896734150656","163283448","<a href=""http://www.conversocial.com"" rel=""nofollow"">Conversocial</a>","GooglePay",0,FALSE,FALSE,NA,NA
"<U+0001F4F9> ON HAND <U+0001F50C> Cash, ApplePay, GooglePay, CashApp, Debit, Venmo, Zelle, PayPal ($5 Processing Fee) #ZellousBoutique… https://t.co/IaldXXPJuk",FALSE,1,NA,2020-11-23 22:01:18,TRUE,NA,"1330994860963344387",NA,"<a href=""https://www.tumblr.com/"" rel=""nofollow"">Tumblr</a>","_ZELLOUS_",0,FALSE,FALSE,NA,NA
"RT @androidcentral: The new @GooglePay is a jack of all trades, master of none after last week's massive overhaul https://t.co/hEUu2zn1wO",FALSE,0,NA,2020-11-23 22:01:02,FALSE,NA,"1330994794697375744",NA,"<a href=""http://klinkerapps.com"" rel=""nofollow"">Talon Android</a>","mike_t143",4,TRUE,FALSE,NA,NA
"#GoogleTaskMate #GooglePay 
Google tasks mate referral code 
https://t.co/ZXGFu70uRj",FALSE,2,NA,2020-11-23 22:00:33,FALSE,NA,"1330994672131481601",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mindortech",0,FALSE,FALSE,NA,NA
"@ghod Hi there, we're sorry to hear that! Could you try the following steps https://t.co/S9aS7BZErf? Let us know if this helps!",FALSE,0,"ghod",2020-11-23 21:55:47,FALSE,"1330980309727281152","1330993472510234626","18564910","<a href=""http://www.conversocial.com"" rel=""nofollow"">Conversocial</a>","GooglePay",0,FALSE,FALSE,NA,NA
"RT @googledevs: Hello @Angular devs!

It's even easier for you to integrate #GooglePay.

<U+2705> You no longer have to specify the CUSTOM_ELEMENT…",FALSE,0,NA,2020-11-23 21:53:22,FALSE,NA,"1330992867699994624",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LemGom",123,TRUE,FALSE,NA,NA
"RT @googledevs: Hello @Angular devs!

It's even easier for you to integrate #GooglePay.

<U+2705> You no longer have to specify the CUSTOM_ELEMENT…",FALSE,0,NA,2020-11-23 21:47:46,FALSE,NA,"1330991457059049472",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","liauky",123,TRUE,FALSE,NA,NA
"@Paylib @CreditAgricole @GooglePay Nope !",FALSE,0,"Paylib",2020-11-23 21:47:29,FALSE,"1330885336294170626","1330991385181347844","1338989948","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","antoine_giret",0,FALSE,FALSE,NA,NA
"RT @missdes222: Verification for you piglets <U+0001F437> 

<U+2728>Cashapp/$destinydx  

<U+2728>Amazon, GooglePay &amp; ApplePay/destinydxx@gmail.com 

<U+2728>Skype &amp; Kik s…",FALSE,0,NA,2020-11-23 21:47:03,FALSE,NA,"1330991277471621123",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","arab_loser2",5,TRUE,FALSE,NA,NA
"@ghod @GooglePay You played yourself",FALSE,0,"ghod",2020-11-23 21:44:52,FALSE,"1330990660216786944","1330990727204016128","18564910","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","andyjih",0,FALSE,FALSE,NA,NA
"@andyjih @GooglePay I have two <U+0001F974>",FALSE,1,"andyjih",2020-11-23 21:44:36,FALSE,"1330990315289788416","1330990660216786944","11046652","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ghod",0,FALSE,FALSE,NA,NA
"Check this article out about the new @GooglePay. I earned $1.50 reward during my first day of usage. https://t.co/WMbllak8Ky",FALSE,0,NA,2020-11-23 21:43:23,FALSE,NA,"1330990354808627203",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","dmgerbino",0,FALSE,FALSE,NA,NA
"@ghod @GooglePay Buy an Android phone, duh",FALSE,0,"ghod",2020-11-23 21:43:14,FALSE,"1330980309727281152","1330990315289788416","18564910","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","andyjih",0,FALSE,FALSE,NA,NA
". @Google Fires Next Salvo of Big Tech’s Advance Into #Banking with revamped #GooglePay and new #GooglePlex. A deep… https://t.co/JkUvs6zw5U",FALSE,12,NA,2020-11-23 21:39:57,TRUE,NA,"1330989490677166080",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SteveCocheo",6,FALSE,FALSE,NA,NA
"RT @androidcentral: The new @GooglePay is a jack of all trades, master of none after last week's massive overhaul https://t.co/hEUu2zn1wO",FALSE,0,NA,2020-11-23 21:39:18,FALSE,NA,"1330989327350984706",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","maffagafo",4,TRUE,FALSE,NA,NA
"@100iso_photos Hi there. That's not the experience we want you to have. Have a look at this article to fix issues w… https://t.co/qJeNJShS9i",FALSE,0,"100iso_photos",2020-11-23 21:37:17,TRUE,"1330981594262343686","1330988820100227074","1066888298","<a href=""http://www.conversocial.com"" rel=""nofollow"">Conversocial</a>","GooglePay",0,FALSE,FALSE,NA,NA
"RT @googledevs: Hello @Angular devs!

It's even easier for you to integrate #GooglePay.

<U+2705> You no longer have to specify the CUSTOM_ELEMENT…",FALSE,0,NA,2020-11-23 21:36:17,FALSE,NA,"1330988566495850508",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","theGoldyMan",123,TRUE,FALSE,NA,NA
"@GooglePay can’t find my loyalty cards and gift cards in new app. Any idea where can I find it?",FALSE,0,"GooglePay",2020-11-23 21:35:51,FALSE,NA,"1330988458903556099","309827046","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","iArpitS",0,FALSE,FALSE,NA,NA
"RT @androidcentral: The new @GooglePay is a jack of all trades, master of none after last week's massive overhaul https://t.co/hEUu2zn1wO",FALSE,0,NA,2020-11-23 21:30:58,FALSE,NA,"1330987229402034179",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","wasmittechnik",4,TRUE,FALSE,NA,NA
"The new @GooglePay is a jack of all trades, master of none after last week's massive overhaul https://t.co/hEUu2zn1wO",FALSE,20,NA,2020-11-23 21:30:04,FALSE,NA,"1330987001458384902",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","androidcentral",4,FALSE,FALSE,NA,NA
"@GooglePay need support. App keeps getting disabled.",FALSE,0,"GooglePay",2020-11-23 21:24:59,FALSE,NA,"1330985723181363200","309827046","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jmcampoz",0,FALSE,FALSE,NA,NA
"<U+0001F4F9> ON HAND <U+0001F50C> Cash, ApplePay, GooglePay, CashApp, Debit, Venmo, Zelle, PayPal ($5 Processing Fee) #ZellousBoutique… https://t.co/5snvPePHSe",FALSE,1,NA,2020-11-23 21:24:14,TRUE,NA,"1330985534328631297",NA,"<a href=""https://www.tumblr.com/"" rel=""nofollow"">Tumblr</a>","_ZELLOUS_",0,FALSE,FALSE,NA,NA
"RT @googledevs: Hello @Angular devs!

It's even easier for you to integrate #GooglePay.

<U+2705> You no longer have to specify the CUSTOM_ELEMENT…",FALSE,0,NA,2020-11-23 21:16:11,FALSE,NA,"1330983506311344136",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","aaronresino_7",123,TRUE,FALSE,NA,NA
"@BazzB71 @GooglePay A good few times I've had to just leave my stuff in shops and at a petrol station once too — which was a nightmare.",FALSE,1,"BazzB71",2020-11-23 21:08:35,FALSE,"1330979985792913411","1330981594262343686","4306431694","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","100iso_photos",0,FALSE,FALSE,NA,NA
"RT @JimMarous: Great In-Depth Analysis of @Google's Leap Into Banking with #GooglePlex

https://t.co/Rr1vcj1xad

Via @SteveCocheo from @Fin…",FALSE,0,NA,2020-11-23 21:07:10,FALSE,NA,"1330981238417485824",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","AlexH_Johnson",17,TRUE,FALSE,NA,NA
"The new @GooglePay for iOS is too buggy to function <U+0001F974> in-app browser for Plaid crashes no matter which bank I try to connect",FALSE,0,NA,2020-11-23 21:03:28,FALSE,NA,"1330980309727281152",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ghod",0,FALSE,FALSE,NA,NA
"Anyone who want these tickets
DM me #FreeTickets
#googlepaygoindia 
#googlepay
#GoIndiaGame https://t.co/J5FBcW3SmZ",FALSE,1,NA,2020-11-23 21:02:41,FALSE,NA,"1330980112905342977",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hans_riyan",0,FALSE,FALSE,NA,NA
"@100iso_photos @GooglePay My TSB card never works in sainsburys and my santander card doesn't work on the trains. It's pi$h",FALSE,1,"100iso_photos",2020-11-23 21:02:11,FALSE,"1330973883852353539","1330979985792913411","1066888298","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BazzB71",0,FALSE,FALSE,NA,NA
"@flarkey @RevMama @ApplePay @GooglePay <U+0001F62E> please send it here! It’s 2020, we should have had that years ago!!!",FALSE,3,"flarkey",2020-11-23 21:01:28,FALSE,"1330971861086302214","1330979805832097793","14772214","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_famousseamus",0,FALSE,FALSE,NA,NA
"RT @charmihkothari: All below tickets available for free. DM to request below tickets. I need Kochi, Gaya and Nainital if you have. 

#goog…",FALSE,0,NA,2020-11-23 20:52:46,FALSE,NA,"1330977615537082368",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","charmihkothari",1,TRUE,FALSE,NA,NA
"RT @googledevs: Hello @Angular devs!

It's even easier for you to integrate #GooglePay.

<U+2705> You no longer have to specify the CUSTOM_ELEMENT…",FALSE,0,NA,2020-11-23 20:52:45,FALSE,NA,"1330977612034961412",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","femithz",123,TRUE,FALSE,NA,NA
"RT @ZenoOnboard: New ‘Plex’ digital bank accounts among a number of upgrades coming to Google Pay https://t.co/s0LXT26ZmC #googlepay @Googl…",FALSE,0,NA,2020-11-23 20:48:05,FALSE,NA,"1330976436186996745",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ZenoOnboard",1,TRUE,FALSE,NA,NA
"RT @JimMarous: Great In-Depth Analysis of @Google's Leap Into Banking with #GooglePlex

https://t.co/Rr1vcj1xad

Via @SteveCocheo from @Fin…",FALSE,0,NA,2020-11-23 20:47:59,FALSE,NA,"1330976409641046016",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ILoveBooks786",17,TRUE,FALSE,NA,NA
"RT @googledevs: Hello @Angular devs!

It's even easier for you to integrate #GooglePay.

<U+2705> You no longer have to specify the CUSTOM_ELEMENT…",FALSE,0,NA,2020-11-23 20:46:03,FALSE,NA,"1330975925098393601",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","PNaroznik",123,TRUE,FALSE,NA,NA
"@GooglePay I am getting the error when tapping on the tiny card at the top right.",FALSE,0,"GooglePay",2020-11-23 20:43:23,FALSE,"1330974539916976131","1330975254081122308","309827046","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","omaracs",0,FALSE,FALSE,NA,NA
"And that's not the first time it's not worked but my bank card, which the @GooglePay is connected to, works straight away.",FALSE,0,"100iso_photos",2020-11-23 20:41:54,FALSE,"1330973883852353539","1330974878778990594","1066888298","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","100iso_photos",0,FALSE,FALSE,NA,NA
"Oh my. The crypto race is on and in high gear. Who's gonna win? @PayPal? @Square? @CashApp? @venmo? @GooglePay? PLA… https://t.co/i9KO24Lnkw",FALSE,0,NA,2020-11-23 20:41:37,TRUE,NA,"1330974807635136513",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","TheMarcus",0,FALSE,FALSE,NA,NA
